a_75,a_205,a_67,a_388,a_197,a_103,a_276,a_150,a_20,a_155,classe
509,475,481,507,484,477,476,448,496,504,1
470,478,513,460,479,463,476,521,491,503,-1
572,477,475,509,484,449,477,541,490,470,1
471,478,514,498,481,459,476,532,496,457,-1
532,477,517,470,463,495,477,472,473,476,1
497,478,491,505,490,471,477,503,492,494,-1
489,477,492,503,472,484,477,545,467,524,-1
597,477,446,487,491,485,476,512,489,515,1
488,476,461,534,483,475,476,465,506,513,1
420,476,498,479,482,462,477,406,470,506,1
527,477,483,511,487,477,477,441,474,524,-1
508,474,518,518,492,476,475,498,492,519,1
534,475,478,457,492,467,476,474,474,501,1
496,478,462,491,476,518,476,563,487,507,1
493,476,491,494,486,471,476,513,496,477,-1
494,475,492,496,488,473,475,559,487,547,-1
530,476,508,510,497,466,475,485,496,463,1
478,476,502,465,486,476,476,496,472,502,1
495,476,484,497,489,469,477,539,468,512,-1
530,477,469,512,483,476,477,511,491,493,1
517,477,477,523,491,480,477,518,496,491,-1
537,478,461,499,477,471,477,440,477,472,1
465,475,452,513,498,446,475,470,490,487,-1
479,476,514,479,486,478,477,484,487,486,-1
523,475,513,463,478,474,476,470,474,494,-1
483,476,492,479,461,453,476,463,480,506,1
506,476,509,490,476,521,476,557,503,525,1
459,474,473,483,487,478,476,549,486,527,1
484,475,499,540,477,450,476,471,516,471,1
494,477,516,520,482,467,475,491,473,464,-1
467,476,493,479,482,461,475,467,458,480,1
557,478,461,481,486,473,477,506,473,487,-1
557,477,511,491,480,478,476,464,483,478,1
489,476,511,526,480,469,477,542,478,493,-1
520,474,497,486,487,471,475,543,488,490,1
496,475,489,489,482,482,477,511,466,477,1
468,476,485,513,484,511,475,531,486,500,-1
534,474,499,500,500,473,476,431,479,480,1
510,474,514,502,473,454,475,455,480,445,-1
460,476,486,519,478,498,475,431,473,519,-1
478,478,493,505,482,483,476,505,500,456,1
449,476,531,489,480,482,476,515,509,518,1
548,477,519,509,494,450,477,502,472,470,1
503,472,490,493,480,484,476,437,468,479,1
466,476,516,499,493,476,476,503,481,528,-1
527,476,466,504,495,495,477,506,478,526,1
522,475,498,480,495,471,477,500,477,467,-1
534,476,495,469,472,481,477,474,493,498,1
506,475,481,489,474,478,476,545,483,468,-1
439,476,492,479,473,494,477,429,482,479,1
538,476,521,503,490,488,477,479,490,442,1
450,477,485,483,483,482,476,544,492,498,1
459,476,493,534,487,470,476,510,482,457,-1
496,476,460,476,480,446,477,494,473,529,1
449,475,505,517,482,480,476,557,477,511,-1
566,478,482,511,490,459,476,450,504,477,1
500,475,484,478,487,488,476,532,504,521,-1
539,475,496,464,470,479,476,536,483,539,1
488,478,484,515,472,481,476,517,498,472,-1
531,477,486,499,483,472,476,438,490,470,-1
485,476,500,481,488,448,476,506,482,508,1
529,476,470,546,479,478,476,558,495,491,1
495,476,489,484,497,456,476,475,490,546,-1
507,476,451,525,483,484,476,474,476,491,-1
543,478,517,483,486,458,476,467,493,480,1
566,478,471,485,483,478,477,512,488,503,-1
422,477,495,509,483,474,475,500,470,523,-1
496,478,540,447,496,482,475,410,485,467,-1
544,474,501,476,483,473,477,508,467,459,1
479,477,475,492,487,491,476,536,501,508,1
455,475,496,482,491,475,476,445,479,528,1
533,477,493,482,463,479,476,502,469,513,1
541,475,451,509,493,451,475,456,481,468,1
570,476,455,467,474,465,476,460,485,469,1
554,476,468,469,474,480,476,490,465,444,-1
510,475,471,479,500,463,476,526,493,504,-1
546,475,452,524,485,454,477,484,491,460,-1
480,477,485,496,482,467,477,473,484,450,1
557,477,479,526,482,473,478,482,479,505,1
489,475,518,507,475,484,477,519,477,469,1
517,473,495,501,482,473,476,541,478,475,-1
508,474,488,493,491,480,476,522,495,476,-1
523,478,508,484,488,478,476,510,487,506,-1
506,475,503,511,492,456,476,457,504,504,-1
429,477,506,476,469,458,476,513,486,508,1
402,476,496,543,493,481,475,410,479,492,1
485,477,444,474,488,487,476,474,499,495,-1
515,476,494,496,480,500,475,491,508,491,-1
480,475,503,501,488,467,475,503,483,505,1
489,476,502,491,488,454,476,511,509,434,-1
508,477,500,512,482,479,476,550,486,502,-1
501,477,495,504,488,492,477,499,497,465,1
532,477,495,502,480,456,477,441,493,512,1
527,477,482,502,479,479,476,451,492,519,-1
469,475,516,464,475,485,475,533,470,482,-1
453,476,554,520,475,468,475,434,504,491,1
419,477,484,486,483,469,476,528,472,448,1
467,475,506,495,494,470,477,456,472,501,1
532,476,511,507,485,464,477,527,503,475,1
517,476,497,479,490,490,477,485,470,462,1
467,476,488,523,486,443,476,474,467,482,1
434,477,499,503,485,483,476,520,487,548,1
491,475,486,490,501,522,476,447,496,468,-1
516,478,516,541,478,501,476,515,488,494,-1
522,478,484,500,487,468,476,507,482,511,1
552,474,505,468,482,492,478,454,483,460,-1
555,475,470,488,495,490,476,435,485,512,1
507,475,465,482,490,475,476,489,483,464,-1
466,477,517,471,482,468,476,419,496,464,1
511,477,503,506,487,488,476,520,477,467,1
525,478,517,497,467,475,477,493,455,491,-1
589,477,468,465,473,464,475,533,483,461,-1
475,479,488,500,493,466,477,451,494,523,-1
514,477,448,479,476,477,476,476,483,534,-1
517,476,480,503,487,499,477,484,508,518,-1
545,477,482,506,483,479,476,492,485,491,-1
412,475,497,499,489,477,476,494,477,501,1
577,476,498,484,495,489,476,449,500,479,-1
526,475,473,475,496,467,476,454,474,503,1
562,477,484,509,484,493,477,486,500,507,1
565,478,506,482,494,474,476,489,477,499,1
483,477,520,484,493,486,477,483,475,492,1
525,478,489,488,480,468,476,518,489,455,1
